customer_id,loyalty_id,first_name,last_name,city,state,signup_date,loyalty_tier,preferred_store_id
CUS-01353,LOY-001353,Michael,Brown,Irving,TX,2022-12-01,Standard,PH-001
CUS-01354,LOY-001354,Liam,Smith,Frisco,TX,2022-07-13,Silver,PH-003
CUS-01355,LOY-001355,Ethan,Anderson,Fort Worth,TX,2023-01-10,Standard,PH-001
CUS-01356,LOY-001356,Liam,Chen,Plano,TX,2023-09-22,Gold,PH-003
CUS-01357,LOY-001357,Kevin,Jackson,Fort Worth,TX,2024-08-24,Standard,PH-003
CUS-01358,LOY-001358,Olivia,Martinez,Fort Worth,TX,2025-10-08,Standard,PH-003
CUS-01359,LOY-001359,Sarah,Martinez,Irving,TX,2022-12-18,Standard,PH-005
CUS-01360,LOY-001360,Mia,Miller,Frisco,TX,2024-11-23,Silver,PH-005
CUS-01361,LOY-001361,Grace,Smith,Frisco,TX,2023-04-14,Silver,PH-004
CUS-01362,LOY-001362,Sophia,Kim,Plano,TX,2023-09-20,Silver,PH-003
CUS-01363,LOY-001363,Ava,Patel,Irving,TX,2023-09-23,Silver,PH-005
CUS-01364,LOY-001364,Anthony,Jackson,Irving,TX,2022-01-12,Silver,PH-001
CUS-01365,LOY-001365,Laura,Kim,Plano,TX,2024-07-24,Silver,PH-001
CUS-01366,LOY-001366,Noah,Martinez,Plano,TX,2025-09-17,Gold,PH-003
CUS-01367,LOY-001367,Sophia,Kim,Dallas,TX,2023-10-22,Silver,PH-004
CUS-01368,LOY-001368,Kevin,Johnson,Fort Worth,TX,2026-02-22,Standard,PH-002
CUS-01369,LOY-001369,Olivia,Davis,Irving,TX,2023-07-16,Standard,PH-001
CUS-01370,LOY-001370,Linda,Miller,Frisco,TX,2026-01-20,Silver,PH-005
CUS-01371,LOY-001371,Emily,King,Irving,TX,2025-11-09,Gold,PH-004
CUS-01372,LOY-001372,Linda,Ross,Fort Worth,TX,2025-04-15,Silver,PH-001
CUS-01373,LOY-001373,Marcus,King,Frisco,TX,2023-07-20,Gold,PH-003
CUS-01374,LOY-001374,David,Nguyen,Dallas,TX,2024-08-24,Standard,PH-001
CUS-01375,LOY-001375,Kevin,Jackson,Irving,TX,2022-11-07,Standard,PH-005
CUS-01376,LOY-001376,Sophia,Garcia,Plano,TX,2025-02-24,Standard,PH-004
CUS-01377,LOY-001377,Linda,Patel,Fort Worth,TX,2025-01-24,Gold,PH-003
CUS-01378,LOY-001378,Jessica,Davis,Frisco,TX,2025-11-13,Standard,PH-002
CUS-01379,LOY-001379,Liam,Jackson,Dallas,TX,2025-12-03,Gold,PH-003
CUS-01380,LOY-001380,Rachel,Jackson,Irving,TX,2026-03-11,Standard,PH-002
CUS-01381,LOY-001381,Kevin,Wilson,Plano,TX,2024-08-01,Silver,PH-003
CUS-01382,LOY-001382,John,Anderson,Frisco,TX,2023-06-07,Gold,PH-001
CUS-01383,LOY-001383,Melissa,Hill,Irving,TX,2024-05-25,Silver,PH-004
CUS-01384,LOY-001384,Grace,King,Fort Worth,TX,2022-05-04,Gold,PH-003
CUS-01385,LOY-001385,Amanda,Garcia,Irving,TX,2022-03-07,Gold,PH-003
CUS-01386,LOY-001386,Grace,Johnson,Irving,TX,2023-08-02,Gold,PH-003
CUS-01387,LOY-001387,Ethan,Tran,Dallas,TX,2025-03-03,Standard,PH-005
CUS-01388,LOY-001388,Liam,Hill,Fort Worth,TX,2022-11-21,Gold,PH-001
CUS-01389,LOY-001389,Brandon,Wilson,Fort Worth,TX,2025-08-24,Standard,PH-001
CUS-01390,LOY-001390,Liam,Anderson,Irving,TX,2023-07-22,Silver,PH-004
CUS-01391,LOY-001391,Ava,Carter,Frisco,TX,2022-05-30,Standard,PH-005
CUS-01392,LOY-001392,Kevin,Wilson,Fort Worth,TX,2026-05-19,Gold,PH-004
CUS-01393,LOY-001393,Amanda,Reed,Fort Worth,TX,2023-08-25,Standard,PH-005
CUS-01394,LOY-001394,Anthony,Lee,Dallas,TX,2023-04-07,Silver,PH-004
CUS-01395,LOY-001395,Melissa,Ross,Plano,TX,2025-04-11,Gold,PH-003
CUS-01396,LOY-001396,Jessica,Wilson,Plano,TX,2026-04-26,Gold,PH-003
CUS-01397,LOY-001397,Noah,Garcia,Plano,TX,2023-01-22,Standard,PH-002
CUS-01398,LOY-001398,Sophia,Miller,Dallas,TX,2022-02-23,Gold,PH-005
CUS-01399,LOY-001399,Robert,Jackson,Plano,TX,2025-01-11,Silver,PH-001
CUS-01400,LOY-001400,Kevin,Patel,Plano,TX,2025-09-09,Standard,PH-002
CUS-01401,LOY-001401,Sophia,Miller,Irving,TX,2023-07-10,Standard,PH-002
CUS-01402,LOY-001402,Liam,Kim,Dallas,TX,2022-10-09,Silver,PH-001
CUS-01403,LOY-001403,Anthony,Lee,Irving,TX,2026-03-04,Gold,PH-002
CUS-01404,LOY-001404,Anthony,King,Irving,TX,2024-06-17,Silver,PH-002
CUS-01405,LOY-001405,John,Jackson,Irving,TX,2025-04-23,Standard,PH-001
CUS-01406,LOY-001406,Sarah,Davis,Fort Worth,TX,2026-01-23,Gold,PH-001
CUS-01407,LOY-001407,Sarah,Jackson,Plano,TX,2022-09-04,Silver,PH-005
CUS-01408,LOY-001408,Rachel,Moore,Frisco,TX,2024-04-30,Standard,PH-002
CUS-01409,LOY-001409,Jennifer,White,Fort Worth,TX,2024-01-07,Silver,PH-003
CUS-01410,LOY-001410,Michael,Hill,Irving,TX,2022-02-03,Standard,PH-004
CUS-01411,LOY-001411,Grace,Smith,Irving,TX,2022-07-24,Silver,PH-003
CUS-01412,LOY-001412,Sophia,Tran,Irving,TX,2025-08-28,Silver,PH-002
CUS-01413,LOY-001413,Noah,Tran,Irving,TX,2024-08-23,Standard,PH-003
CUS-01414,LOY-001414,Ava,Taylor,Frisco,TX,2022-04-03,Standard,PH-002
CUS-01415,LOY-001415,Sarah,Garcia,Dallas,TX,2022-09-20,Gold,PH-002
CUS-01416,LOY-001416,Melissa,Thomas,Irving,TX,2026-04-11,Standard,PH-001
CUS-01417,LOY-001417,Olivia,White,Plano,TX,2026-02-24,Gold,PH-003
CUS-01418,LOY-001418,Rachel,Lopez,Irving,TX,2022-11-19,Silver,PH-002
CUS-01419,LOY-001419,Sarah,Davis,Plano,TX,2026-02-28,Gold,PH-002
CUS-01420,LOY-001420,Rachel,Hill,Plano,TX,2022-03-03,Silver,PH-002
CUS-01421,LOY-001421,Sophia,Reed,Frisco,TX,2023-06-28,Gold,PH-003
CUS-01422,LOY-001422,Amanda,White,Dallas,TX,2023-11-11,Standard,PH-004
CUS-01423,LOY-001423,Robert,Moore,Plano,TX,2024-04-14,Standard,PH-005
CUS-01424,LOY-001424,Anthony,Jackson,Fort Worth,TX,2026-01-19,Gold,PH-002
CUS-01425,LOY-001425,Sarah,Hill,Dallas,TX,2023-12-16,Standard,PH-001
CUS-01426,LOY-001426,Laura,Tran,Dallas,TX,2024-09-01,Silver,PH-004
CUS-01427,LOY-001427,Jessica,Wilson,Plano,TX,2025-05-20,Gold,PH-001
CUS-01428,LOY-001428,Sophia,Brown,Irving,TX,2023-06-11,Standard,PH-003
CUS-01429,LOY-001429,Mia,Johnson,Frisco,TX,2025-06-10,Gold,PH-001
CUS-01430,LOY-001430,Emily,Brown,Fort Worth,TX,2023-02-06,Standard,PH-002
CUS-01431,LOY-001431,Michael,Carter,Plano,TX,2023-04-07,Gold,PH-001
CUS-01432,LOY-001432,Ava,Hill,Irving,TX,2023-08-02,Gold,PH-001
CUS-01433,LOY-001433,Linda,Chen,Frisco,TX,2023-01-14,Gold,PH-003
CUS-01434,LOY-001434,Kevin,Thomas,Irving,TX,2025-09-30,Gold,PH-005
CUS-01435,LOY-001435,Michael,Garcia,Frisco,TX,2026-04-06,Standard,PH-003
CUS-01436,LOY-001436,Laura,Kim,Plano,TX,2025-04-01,Gold,PH-001
CUS-01437,LOY-001437,Ava,White,Irving,TX,2025-07-18,Standard,PH-002
CUS-01438,LOY-001438,Sarah,Lee,Plano,TX,2025-07-23,Standard,PH-002
CUS-01439,LOY-001439,Sarah,Reed,Frisco,TX,2022-01-24,Gold,PH-004
CUS-01440,LOY-001440,Emily,Kim,Plano,TX,2025-07-11,Gold,PH-004
CUS-01441,LOY-001441,David,Martinez,Irving,TX,2025-06-26,Silver,PH-005
CUS-01442,LOY-001442,David,Hill,Frisco,TX,2025-09-04,Gold,PH-003
CUS-01443,LOY-001443,Kevin,Miller,Frisco,TX,2023-11-30,Silver,PH-005
CUS-01444,LOY-001444,David,Anderson,Dallas,TX,2025-09-30,Silver,PH-005
CUS-01445,LOY-001445,Daniel,Tran,Frisco,TX,2024-05-23,Gold,PH-001
CUS-01446,LOY-001446,Jessica,Carter,Dallas,TX,2023-04-11,Silver,PH-001
CUS-01447,LOY-001447,Marcus,Johnson,Frisco,TX,2022-09-16,Silver,PH-003
CUS-01448,LOY-001448,David,Smith,Fort Worth,TX,2022-06-19,Gold,PH-002
CUS-01449,LOY-001449,Anthony,Davis,Plano,TX,2022-10-18,Gold,PH-002
CUS-01450,LOY-001450,Liam,Lee,Plano,TX,2026-02-11,Gold,PH-003
CUS-01451,LOY-001451,Michael,Lopez,Plano,TX,2025-02-26,Gold,PH-005
CUS-01452,LOY-001452,Robert,White,Fort Worth,TX,2024-01-13,Gold,PH-002
CUS-01453,LOY-001453,Noah,Davis,Plano,TX,2024-02-06,Standard,PH-001
CUS-01454,LOY-001454,Mia,Miller,Fort Worth,TX,2023-04-09,Gold,PH-002
CUS-01455,LOY-001455,Jessica,Lopez,Irving,TX,2023-02-19,Silver,PH-001
CUS-01456,LOY-001456,Anthony,Nguyen,Irving,TX,2024-12-04,Silver,PH-004
CUS-01457,LOY-001457,David,Patel,Plano,TX,2026-01-17,Silver,PH-001
CUS-01458,LOY-001458,Jennifer,Ross,Fort Worth,TX,2025-09-30,Silver,PH-002
CUS-01459,LOY-001459,Ava,Lopez,Fort Worth,TX,2022-05-17,Standard,PH-004
CUS-01460,LOY-001460,Melissa,Carter,Irving,TX,2022-11-25,Standard,PH-004
CUS-01461,LOY-001461,Grace,Miller,Irving,TX,2024-03-11,Gold,PH-002
CUS-01462,LOY-001462,Linda,Kim,Dallas,TX,2023-04-09,Silver,PH-002
CUS-01463,LOY-001463,Anthony,Hill,Fort Worth,TX,2025-10-08,Standard,PH-002
CUS-01464,LOY-001464,David,Carter,Frisco,TX,2026-04-07,Silver,PH-001
CUS-01465,LOY-001465,Ethan,Hill,Fort Worth,TX,2023-09-30,Gold,PH-001
CUS-01466,LOY-001466,Liam,Taylor,Fort Worth,TX,2024-08-22,Standard,PH-004
CUS-01467,LOY-001467,Sophia,Hill,Fort Worth,TX,2026-03-02,Gold,PH-004
CUS-01468,LOY-001468,Melissa,Tran,Frisco,TX,2023-07-12,Standard,PH-004
CUS-01469,LOY-001469,Daniel,Hill,Irving,TX,2024-05-22,Gold,PH-002
CUS-01470,LOY-001470,Noah,Thomas,Irving,TX,2026-04-03,Silver,PH-002
CUS-01471,LOY-001471,Michael,Hill,Dallas,TX,2026-02-07,Gold,PH-005
CUS-01472,LOY-001472,Rachel,Chen,Irving,TX,2025-12-07,Silver,PH-004
CUS-01473,LOY-001473,Robert,Taylor,Dallas,TX,2026-04-26,Silver,PH-003
CUS-01474,LOY-001474,Daniel,Taylor,Fort Worth,TX,2023-11-05,Silver,PH-003
CUS-01475,LOY-001475,Rachel,Tran,Dallas,TX,2022-07-27,Gold,PH-004
CUS-01476,LOY-001476,Linda,Garcia,Irving,TX,2023-03-30,Gold,PH-004
CUS-01477,LOY-001477,Mia,Ross,Dallas,TX,2026-05-19,Gold,PH-004
CUS-01478,LOY-001478,Jessica,Lopez,Fort Worth,TX,2024-02-09,Gold,PH-005
CUS-01479,LOY-001479,Mia,Reed,Dallas,TX,2025-05-17,Standard,PH-005
CUS-01480,LOY-001480,Grace,Taylor,Dallas,TX,2025-03-24,Standard,PH-001
CUS-01481,LOY-001481,Liam,Chen,Frisco,TX,2025-04-03,Gold,PH-005
CUS-01482,LOY-001482,Laura,Reed,Dallas,TX,2023-12-13,Gold,PH-004
CUS-01483,LOY-001483,David,Garcia,Fort Worth,TX,2022-03-18,Silver,PH-004
CUS-01484,LOY-001484,Mia,Lee,Plano,TX,2025-03-07,Standard,PH-001
CUS-01485,LOY-001485,Ethan,Patel,Dallas,TX,2023-08-22,Silver,PH-001
CUS-01486,LOY-001486,Ava,Wilson,Frisco,TX,2024-01-05,Gold,PH-003
CUS-01487,LOY-001487,Rachel,Chen,Frisco,TX,2024-07-02,Standard,PH-003
CUS-01488,LOY-001488,David,Thomas,Frisco,TX,2026-04-24,Standard,PH-002
CUS-01489,LOY-001489,Jessica,Jackson,Fort Worth,TX,2025-08-20,Silver,PH-004
CUS-01490,LOY-001490,Liam,Kim,Plano,TX,2024-10-20,Standard,PH-003
CUS-01491,LOY-001491,Rachel,Lopez,Fort Worth,TX,2026-02-24,Standard,PH-003
CUS-01492,LOY-001492,Sophia,Hill,Dallas,TX,2025-08-02,Silver,PH-003
CUS-01493,LOY-001493,Olivia,Brown,Plano,TX,2026-03-30,Silver,PH-002
CUS-01494,LOY-001494,Daniel,Thomas,Irving,TX,2023-12-20,Silver,PH-004
CUS-01495,LOY-001495,Rachel,Jackson,Plano,TX,2022-12-12,Silver,PH-001
CUS-01496,LOY-001496,Marcus,Martinez,Fort Worth,TX,2023-09-28,Gold,PH-005
CUS-01497,LOY-001497,Sophia,Jackson,Fort Worth,TX,2025-01-07,Standard,PH-004
CUS-01498,LOY-001498,Olivia,Thomas,Dallas,TX,2023-02-11,Standard,PH-001
CUS-01499,LOY-001499,Noah,Lopez,Irving,TX,2023-06-24,Standard,PH-003
CUS-01500,LOY-001500,Jessica,Kim,Irving,TX,2022-09-30,Silver,PH-001
CUS-01501,LOY-001501,Ava,White,Frisco,TX,2025-06-10,Gold,PH-001
CUS-01502,LOY-001502,Kevin,Chen,Irving,TX,2022-03-25,Standard,PH-005
CUS-01503,LOY-001503,Melissa,Anderson,Frisco,TX,2022-02-23,Silver,PH-002
CUS-01504,LOY-001504,Noah,Chen,Plano,TX,2023-04-08,Silver,PH-002
CUS-01505,LOY-001505,Melissa,Lee,Frisco,TX,2023-05-15,Standard,PH-005
CUS-01506,LOY-001506,Emily,Wilson,Irving,TX,2025-02-13,Gold,PH-005
CUS-01507,LOY-001507,John,Smith,Plano,TX,2024-11-28,Gold,PH-004
CUS-01508,LOY-001508,Ethan,Garcia,Irving,TX,2026-03-10,Silver,PH-003
CUS-01509,LOY-001509,Grace,White,Frisco,TX,2024-06-02,Silver,PH-003
CUS-01510,LOY-001510,Linda,Patel,Fort Worth,TX,2024-01-02,Standard,PH-002
CUS-01511,LOY-001511,Kevin,Thomas,Plano,TX,2025-01-07,Gold,PH-002
CUS-01512,LOY-001512,Marcus,White,Fort Worth,TX,2025-12-21,Silver,PH-005
CUS-01513,LOY-001513,Kevin,Hill,Fort Worth,TX,2023-04-12,Gold,PH-003
CUS-01514,LOY-001514,Noah,Thomas,Fort Worth,TX,2023-04-04,Silver,PH-003
CUS-01515,LOY-001515,Brandon,King,Irving,TX,2025-06-21,Silver,PH-004
CUS-01516,LOY-001516,Brandon,Smith,Dallas,TX,2022-12-17,Standard,PH-005
CUS-01517,LOY-001517,David,Johnson,Dallas,TX,2023-12-13,Silver,PH-002
CUS-01518,LOY-001518,Jennifer,Anderson,Frisco,TX,2022-05-14,Gold,PH-003
CUS-01519,LOY-001519,Brandon,Ross,Dallas,TX,2026-01-01,Gold,PH-004
CUS-01520,LOY-001520,Laura,Thomas,Plano,TX,2024-03-22,Standard,PH-004
CUS-01521,LOY-001521,Sophia,Johnson,Frisco,TX,2023-11-08,Standard,PH-005
CUS-01522,LOY-001522,Grace,Davis,Irving,TX,2022-10-23,Gold,PH-005
CUS-01523,LOY-001523,Kevin,Lee,Fort Worth,TX,2022-04-19,Gold,PH-003
CUS-01524,LOY-001524,Brandon,Hill,Dallas,TX,2025-06-11,Standard,PH-005
CUS-01525,LOY-001525,Laura,Moore,Plano,TX,2026-02-09,Standard,PH-002
CUS-01526,LOY-001526,Olivia,Jackson,Plano,TX,2023-01-07,Standard,PH-004
CUS-01527,LOY-001527,Ava,Hill,Frisco,TX,2022-07-02,Standard,PH-004
CUS-01528,LOY-001528,Brandon,Thomas,Irving,TX,2024-04-14,Silver,PH-004
CUS-01529,LOY-001529,Melissa,Patel,Plano,TX,2022-07-16,Silver,PH-003
CUS-01530,LOY-001530,Sarah,Thomas,Irving,TX,2023-06-01,Silver,PH-001
CUS-01531,LOY-001531,Sarah,Ross,Irving,TX,2023-02-15,Standard,PH-003
CUS-01532,LOY-001532,Ethan,Taylor,Dallas,TX,2023-11-27,Silver,PH-001
CUS-01533,LOY-001533,Michael,Ross,Dallas,TX,2025-05-26,Standard,PH-005
CUS-01534,LOY-001534,Robert,Anderson,Frisco,TX,2022-07-15,Standard,PH-001
CUS-01535,LOY-001535,Michael,Lee,Dallas,TX,2023-11-01,Silver,PH-003
CUS-01536,LOY-001536,Amanda,White,Fort Worth,TX,2025-02-27,Silver,PH-001
CUS-01537,LOY-001537,Sarah,Martinez,Fort Worth,TX,2024-10-17,Standard,PH-005
CUS-01538,LOY-001538,John,Kim,Dallas,TX,2025-10-31,Standard,PH-005
CUS-01539,LOY-001539,Rachel,Garcia,Plano,TX,2024-06-21,Gold,PH-002
CUS-01540,LOY-001540,Michael,Carter,Irving,TX,2022-03-04,Gold,PH-001
CUS-01541,LOY-001541,Jessica,White,Dallas,TX,2023-10-01,Silver,PH-001
CUS-01542,LOY-001542,Rachel,Anderson,Plano,TX,2025-04-23,Gold,PH-002
CUS-01543,LOY-001543,Marcus,Brown,Plano,TX,2025-05-20,Standard,PH-005
CUS-01544,LOY-001544,Kevin,Wilson,Fort Worth,TX,2024-03-07,Silver,PH-001
CUS-01545,LOY-001545,Mia,Johnson,Dallas,TX,2023-11-24,Standard,PH-003
CUS-01546,LOY-001546,Melissa,Chen,Irving,TX,2023-01-21,Silver,PH-001
CUS-01547,LOY-001547,Rachel,King,Irving,TX,2025-09-12,Gold,PH-005
CUS-01548,LOY-001548,Marcus,Davis,Dallas,TX,2025-09-20,Gold,PH-003
CUS-01549,LOY-001549,Michael,Garcia,Fort Worth,TX,2025-12-09,Gold,PH-005
CUS-01550,LOY-001550,Anthony,Jackson,Fort Worth,TX,2025-08-10,Standard,PH-003
CUS-01551,LOY-001551,Kevin,Carter,Irving,TX,2026-04-13,Standard,PH-003
CUS-01552,LOY-001552,Ethan,Smith,Irving,TX,2024-06-10,Silver,PH-001
CUS-01553,LOY-001553,Emily,Lee,Irving,TX,2022-08-02,Silver,PH-005
CUS-01554,LOY-001554,Emily,Lopez,Irving,TX,2023-09-19,Silver,PH-003
CUS-01555,LOY-001555,Liam,Anderson,Dallas,TX,2024-12-16,Standard,PH-002
CUS-01556,LOY-001556,Jennifer,Nguyen,Fort Worth,TX,2026-03-12,Gold,PH-005
CUS-01557,LOY-001557,Sarah,Taylor,Frisco,TX,2026-02-22,Standard,PH-005
CUS-01558,LOY-001558,Amanda,King,Frisco,TX,2024-02-28,Standard,PH-003
CUS-01559,LOY-001559,Jessica,King,Irving,TX,2026-02-21,Gold,PH-005
CUS-01560,LOY-001560,Sarah,Davis,Frisco,TX,2025-10-26,Gold,PH-001
CUS-01561,LOY-001561,John,Hill,Irving,TX,2023-01-16,Standard,PH-003
CUS-01562,LOY-001562,Jennifer,Thomas,Plano,TX,2024-10-11,Standard,PH-005
CUS-01563,LOY-001563,Ethan,Lopez,Dallas,TX,2022-04-03,Silver,PH-002
CUS-01564,LOY-001564,Noah,Hill,Frisco,TX,2022-01-10,Standard,PH-003
CUS-01565,LOY-001565,Sarah,Reed,Plano,TX,2024-02-01,Silver,PH-001
CUS-01566,LOY-001566,Melissa,Carter,Fort Worth,TX,2023-05-20,Gold,PH-003
CUS-01567,LOY-001567,Laura,Anderson,Fort Worth,TX,2025-12-25,Gold,PH-003
CUS-01568,LOY-001568,John,Taylor,Frisco,TX,2024-04-18,Gold,PH-001
CUS-01569,LOY-001569,Laura,Smith,Irving,TX,2023-07-24,Standard,PH-004
CUS-01570,LOY-001570,Daniel,Lopez,Dallas,TX,2025-07-07,Gold,PH-004
CUS-01571,LOY-001571,Robert,Thomas,Irving,TX,2022-09-21,Gold,PH-002
CUS-01572,LOY-001572,Jennifer,Taylor,Dallas,TX,2022-08-25,Standard,PH-004
CUS-01573,LOY-001573,Jennifer,Miller,Fort Worth,TX,2023-11-02,Standard,PH-003
CUS-01574,LOY-001574,Mia,Thomas,Irving,TX,2023-08-07,Gold,PH-003
CUS-01575,LOY-001575,Sophia,Garcia,Frisco,TX,2022-08-11,Standard,PH-004
CUS-01576,LOY-001576,John,Tran,Fort Worth,TX,2024-10-16,Standard,PH-002
CUS-01577,LOY-001577,Michael,King,Irving,TX,2024-09-07,Standard,PH-001
CUS-01578,LOY-001578,Linda,King,Irving,TX,2023-01-13,Standard,PH-001
CUS-01579,LOY-001579,Linda,Smith,Fort Worth,TX,2024-01-30,Silver,PH-002
CUS-01580,LOY-001580,David,Lopez,Dallas,TX,2025-09-19,Gold,PH-002
CUS-01581,LOY-001581,Liam,Martinez,Frisco,TX,2022-03-31,Gold,PH-001
CUS-01582,LOY-001582,Melissa,Patel,Frisco,TX,2022-12-26,Silver,PH-004
CUS-01583,LOY-001583,John,Taylor,Dallas,TX,2024-03-12,Silver,PH-002
CUS-01584,LOY-001584,Sophia,Davis,Dallas,TX,2023-04-07,Standard,PH-002
CUS-01585,LOY-001585,Kevin,Anderson,Irving,TX,2022-02-21,Silver,PH-001
CUS-01586,LOY-001586,Linda,Lopez,Fort Worth,TX,2023-08-13,Gold,PH-002
CUS-01587,LOY-001587,Melissa,Johnson,Frisco,TX,2022-04-27,Standard,PH-001
CUS-01588,LOY-001588,Laura,Davis,Fort Worth,TX,2022-02-05,Gold,PH-002
CUS-01589,LOY-001589,Ava,Patel,Frisco,TX,2022-03-20,Standard,PH-001
CUS-01590,LOY-001590,Mia,Chen,Dallas,TX,2024-02-20,Standard,PH-005
CUS-01591,LOY-001591,Robert,Reed,Fort Worth,TX,2022-09-03,Standard,PH-001
CUS-01592,LOY-001592,Brandon,Johnson,Dallas,TX,2022-02-10,Gold,PH-004
CUS-01593,LOY-001593,Brandon,Taylor,Irving,TX,2023-08-02,Gold,PH-005
CUS-01594,LOY-001594,Anthony,Wilson,Plano,TX,2025-10-30,Silver,PH-005
CUS-01595,LOY-001595,Daniel,Kim,Irving,TX,2024-09-08,Standard,PH-004
CUS-01596,LOY-001596,Jessica,Kim,Plano,TX,2022-10-23,Silver,PH-002
CUS-01597,LOY-001597,Anthony,Ross,Plano,TX,2024-01-24,Gold,PH-001
CUS-01598,LOY-001598,Laura,White,Frisco,TX,2022-10-22,Standard,PH-004
CUS-01599,LOY-001599,Laura,Thomas,Fort Worth,TX,2023-04-10,Silver,PH-002
CUS-01600,LOY-001600,Ethan,Kim,Plano,TX,2024-04-11,Silver,PH-004
CUS-01601,LOY-001601,David,Moore,Irving,TX,2024-06-28,Silver,PH-004
CUS-01602,LOY-001602,Rachel,Patel,Frisco,TX,2025-09-24,Silver,PH-002
CUS-01603,LOY-001603,Ava,Davis,Plano,TX,2023-05-19,Standard,PH-002
CUS-01604,LOY-001604,Brandon,Martinez,Fort Worth,TX,2024-01-15,Silver,PH-005
CUS-01605,LOY-001605,Liam,White,Irving,TX,2024-02-07,Gold,PH-003
CUS-01606,LOY-001606,John,Reed,Plano,TX,2024-08-21,Standard,PH-005
CUS-01607,LOY-001607,Ethan,Wilson,Frisco,TX,2026-05-06,Gold,PH-004
CUS-01608,LOY-001608,Robert,Martinez,Plano,TX,2023-11-23,Gold,PH-002
CUS-01609,LOY-001609,Mia,Reed,Fort Worth,TX,2024-06-03,Standard,PH-004
CUS-01610,LOY-001610,Amanda,Thomas,Plano,TX,2024-03-01,Gold,PH-002
CUS-01611,LOY-001611,Daniel,Moore,Fort Worth,TX,2026-04-25,Standard,PH-004
CUS-01612,LOY-001612,Brandon,White,Plano,TX,2022-11-05,Silver,PH-003
CUS-01613,LOY-001613,David,Chen,Plano,TX,2026-04-11,Silver,PH-003
CUS-01614,LOY-001614,Olivia,Jackson,Fort Worth,TX,2024-12-22,Gold,PH-001
CUS-01615,LOY-001615,Mia,Hill,Dallas,TX,2022-06-25,Standard,PH-001
CUS-01616,LOY-001616,Robert,Patel,Dallas,TX,2023-10-04,Silver,PH-002
CUS-01617,LOY-001617,Ava,Carter,Plano,TX,2023-09-22,Standard,PH-003
CUS-01618,LOY-001618,Olivia,Patel,Fort Worth,TX,2024-07-03,Silver,PH-003
CUS-01619,LOY-001619,Noah,Miller,Frisco,TX,2023-09-14,Standard,PH-005
CUS-01620,LOY-001620,Sarah,Carter,Plano,TX,2024-04-30,Standard,PH-005
CUS-01621,LOY-001621,Olivia,Smith,Plano,TX,2025-02-24,Gold,PH-004
CUS-01622,LOY-001622,Noah,Ross,Plano,TX,2022-08-21,Gold,PH-002
CUS-01623,LOY-001623,David,Hill,Dallas,TX,2022-10-05,Silver,PH-004
CUS-01624,LOY-001624,Anthony,Brown,Plano,TX,2026-04-21,Standard,PH-005
CUS-01625,LOY-001625,Noah,Kim,Irving,TX,2025-04-12,Gold,PH-002
CUS-01626,LOY-001626,David,Lee,Irving,TX,2025-10-07,Gold,PH-003
CUS-01627,LOY-001627,Kevin,Tran,Frisco,TX,2022-05-22,Standard,PH-002
CUS-01628,LOY-001628,Olivia,Nguyen,Irving,TX,2022-11-03,Standard,PH-002
CUS-01629,LOY-001629,Ethan,Patel,Frisco,TX,2025-12-27,Standard,PH-003
CUS-01630,LOY-001630,Olivia,White,Irving,TX,2022-02-02,Gold,PH-005
CUS-01631,LOY-001631,Laura,Miller,Frisco,TX,2023-06-02,Standard,PH-005
CUS-01632,LOY-001632,Daniel,Davis,Dallas,TX,2024-09-29,Silver,PH-002
CUS-01633,LOY-001633,Robert,Taylor,Plano,TX,2025-12-05,Silver,PH-003
CUS-01634,LOY-001634,David,Smith,Frisco,TX,2022-03-24,Silver,PH-004
CUS-01635,LOY-001635,Mia,Tran,Frisco,TX,2025-02-03,Standard,PH-002
CUS-01636,LOY-001636,Olivia,Lee,Fort Worth,TX,2022-02-09,Silver,PH-004
CUS-01637,LOY-001637,John,Brown,Irving,TX,2024-03-06,Standard,PH-003
CUS-01638,LOY-001638,Noah,Reed,Frisco,TX,2024-01-22,Gold,PH-004
CUS-01639,LOY-001639,Laura,Thomas,Frisco,TX,2022-09-29,Silver,PH-003
CUS-01640,LOY-001640,Jessica,Martinez,Irving,TX,2023-07-31,Silver,PH-001
CUS-01641,LOY-001641,David,Anderson,Dallas,TX,2025-09-26,Silver,PH-005
CUS-01642,LOY-001642,Marcus,Lee,Plano,TX,2026-04-10,Standard,PH-002
CUS-01643,LOY-001643,Jennifer,Miller,Frisco,TX,2022-05-14,Standard,PH-005
CUS-01644,LOY-001644,Grace,Chen,Dallas,TX,2022-06-04,Standard,PH-001
CUS-01645,LOY-001645,Ava,White,Frisco,TX,2025-06-18,Standard,PH-002
CUS-01646,LOY-001646,Brandon,Taylor,Irving,TX,2025-07-16,Silver,PH-001
CUS-01647,LOY-001647,Olivia,Hill,Dallas,TX,2025-12-13,Standard,PH-002
CUS-01648,LOY-001648,Ava,Tran,Plano,TX,2022-07-07,Gold,PH-001
CUS-01649,LOY-001649,Amanda,Smith,Plano,TX,2023-03-07,Standard,PH-001
CUS-01650,LOY-001650,Anthony,Patel,Fort Worth,TX,2023-01-30,Silver,PH-002
CUS-01651,LOY-001651,Noah,Brown,Fort Worth,TX,2025-12-17,Standard,PH-004
